,Price,Area,rooms,type,Date,City,District,price_per_m2
5408,64000.0,48.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1333.33
5412,65000.0,45.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1444.44
5437,43500.0,43.0,1,secondary,"June 20, 2023",Tashkent,Yunusabad district,1011.63
5439,39500.0,45.0,1,secondary,"June 24, 2023",Tashkent,Almazar district,877.78
5449,71891.0,46.0,1,secondary,"June 25, 2023",Tashkent,Yunusabad district,1562.85
5457,45000.0,44.0,1,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1022.73
5461,56000.0,43.0,1,secondary,"June 25, 2023",Tashkent,Chilanzar district,1302.33
5462,46500.0,45.0,1,secondary,"June 25, 2023",Tashkent,Yunusabad district,1033.33
5464,57000.0,42.0,1,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1357.14
5465,60000.0,50.0,1,secondary,"June 25, 2023",Tashkent,Yashnabad district,1200.0
5466,55000.0,42.0,1,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1309.52
5468,72000.0,45.0,1,secondary,"June 25, 2023",Tashkent,Yashnabad district,1600.0
5469,44000.0,50.0,1,secondary,"June 25, 2023",Tashkent,Chilanzar district,880.0
5472,75000.0,42.0,1,secondary,"June 25, 2023",Tashkent,Yunusabad district,1785.71
5473,53000.0,45.0,1,secondary,"June 25, 2023",Tashkent,Chilanzar district,1177.78
5477,46400.0,43.0,1,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1079.07
5484,47000.0,44.0,1,secondary,"June 25, 2023",Tashkent,Yashnabad district,1068.18
5510,46000.0,42.0,1,secondary,"June 25, 2023",Tashkent,Chilanzar district,1095.24
5529,41200.0,42.0,1,secondary,"June 25, 2023",Tashkent,Uchtepinsky district,980.95
5535,53000.0,58.0,1,secondary,"June 25, 2023",Tashkent,Almazar district,913.79
5537,59000.0,45.0,1,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,1311.11
5543,38000.0,42.0,1,secondary,"June 25, 2023",Tashkent,Mirabad district,904.76
5556,45000.0,43.0,1,secondary,"June 25, 2023",Tashkent,Chilanzar district,1046.51
5558,40500.0,42.0,1,secondary,"June 25, 2023",Tashkent,Yashnabad district,964.29
5570,49000.0,45.0,1,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1088.89
5577,48500.0,45.0,1,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1077.78
5581,63000.0,50.0,1,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1260.0
5582,63000.0,50.0,1,secondary,"June 25, 2023",Tashkent,Mirabad district,1260.0
5583,63000.0,50.0,1,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1260.0
5590,46500.0,46.0,1,secondary,"June 25, 2023",Tashkent,Chilanzar district,1010.87
5592,61000.0,48.0,1,secondary,"June 25, 2023",Tashkent,Yunusabad district,1270.83
5595,33000.0,42.0,1,secondary,"June 25, 2023",Tashkent,Yashnabad district,785.71
5596,55500.0,48.0,1,secondary,"June 25, 2023",Tashkent,Chilanzar district,1156.25
5613,54000.0,45.0,1,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1200.0
5622,60000.0,43.0,1,secondary,"June 25, 2023",Tashkent,Yunusabad district,1395.35
5624,48500.0,42.0,1,secondary,"June 25, 2023",Tashkent,Almazar district,1154.76
5639,51200.0,42.0,1,secondary,"June 25, 2023",Tashkent,Chilanzar district,1219.05
5652,46000.0,45.0,1,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1022.22
5657,80000.0,42.0,1,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1904.76
5665,39000.0,64.0,2,secondary,"June 25, 2023",Tashkent,Bektemir district,609.38
5667,56500.0,48.0,2,secondary,"June 25, 2023",Tashkent,Chilanzar district,1177.08
5668,82500.0,70.0,2,secondary,"June 25, 2023",Tashkent,Chilanzar district,1178.57
5669,57000.0,47.0,2,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1212.77
5670,56000.0,48.0,2,secondary,"June 24, 2023",Tashkent,Yashnabad district,1166.67
5671,62000.0,58.0,2,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,1068.97
5672,84500.0,70.0,2,secondary,"June 25, 2023",Tashkent,Mirabad district,1207.14
5673,49000.0,50.0,2,secondary,"June 25, 2023",Tashkent,Chilanzar district,980.0
5674,33500.0,46.0,2,secondary,"June 25, 2023",Tashkent,Yashnabad district,728.26
5675,65000.0,62.0,2,secondary,"June 25, 2023",Tashkent,Almazar district,1048.39
5679,70000.0,60.0,2,secondary,"June 25, 2023",Tashkent,Sergeli district,1166.67
5680,65157.0,61.71,2,secondary,"June 23, 2023",Tashkent,Yunusabad district,1055.86
5683,70000.0,60.0,2,secondary,"June 25, 2023",Tashkent,Chilanzar district,1166.67
5684,68000.0,65.0,2,secondary,"June 25, 2023",Tashkent,Chilanzar district,1046.15
5685,51500.0,42.0,2,secondary,"June 23, 2023",Tashkent,Chilanzar district,1226.19
5687,61000.0,58.0,2,secondary,"June 24, 2023",Tashkent,Almazar district,1051.72
5688,66000.0,57.0,2,secondary,"June 25, 2023",Tashkent,Yunusabad district,1157.89
5694,119000.0,65.0,2,secondary,"June 24, 2023",Tashkent,Yunusabad district,1830.77
5695,53500.0,57.0,2,secondary,"June 24, 2023",Tashkent,Yunusabad district,938.6
5696,90000.0,55.0,2,secondary,"June 24, 2023",Tashkent,Chilanzar district,1636.36
5699,55000.0,60.0,2,secondary,"June 24, 2023",Tashkent,Almazar district,916.67
5700,66000.0,48.0,2,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1375.0
5702,67000.0,63.0,2,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1063.49
5703,75000.0,58.0,2,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1293.1
5707,61500.0,60.55,2,secondary,"June 25, 2023",Tashkent,Almazar district,1015.69
5709,58500.0,45.0,2,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1300.0
5714,54000.0,48.0,2,secondary,"June 25, 2023",Tashkent,Chilanzar district,1125.0
5715,62500.0,50.0,2,secondary,"June 25, 2023",Tashkent,Chilanzar district,1250.0
5718,65500.0,64.0,2,secondary,"June 25, 2023",Tashkent,Yunusabad district,1023.44
5719,55000.0,48.0,2,secondary,"June 25, 2023",Tashkent,Chilanzar district,1145.83
5722,57500.0,50.0,2,secondary,"June 24, 2023",Tashkent,Mirzo-Ulugbek district,1150.0
5726,58000.0,50.6,2,secondary,"June 24, 2023",Tashkent,Yashnabad district,1146.25
5727,87999.0,55.0,2,secondary,"June 25, 2023",Tashkent,Yunusabad district,1599.98
5728,92000.0,65.0,2,secondary,"June 24, 2023",Tashkent,Yakkasarai district,1415.38
5730,68500.0,46.0,2,secondary,"June 23, 2023",Tashkent,Chilanzar district,1489.13
5732,57500.0,54.0,2,secondary,"June 25, 2023",Tashkent,Yunusabad district,1064.81
5733,62000.0,60.0,2,secondary,"June 14, 2023",Tashkent,Yunusabad district,1033.33
5734,54000.0,52.0,2,secondary,"June 25, 2023",Tashkent,Yunusabad district,1038.46
5735,60000.0,50.0,2,secondary,"June 25, 2023",Tashkent,Yashnabad district,1200.0
5739,48103.0,78.0,3,secondary,"June 25, 2023",Tashkent,Yakkasarai district,616.71
5741,45000.0,50.0,3,secondary,"June 25, 2023",Tashkent,Chilanzar district,900.0
5742,64000.0,77.0,3,secondary,"June 23, 2023",Tashkent,Yashnabad district,831.17
5745,68000.0,72.0,3,secondary,"June 23, 2023",Tashkent,Yashnabad district,944.44
5746,59000.0,70.0,3,secondary,"June 25, 2023",Tashkent,Chilanzar district,842.86
5750,78000.0,70.0,3,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1114.29
5751,52500.0,53.0,3,secondary,"June 25, 2023",Tashkent,Mirabad district,990.57
5755,60347.0,70.0,3,secondary,"June 25, 2023",Tashkent,Almazar district,862.1
5759,55000.0,77.0,3,secondary,"June 25, 2023",Tashkent,Bektemir district,714.29
5760,92000.0,72.0,3,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,1277.78
5761,94000.0,88.0,3,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,1068.18
5762,88000.0,85.0,3,secondary,"June 24, 2023",Tashkent,Yakkasarai district,1035.29
5764,89900.0,62.0,3,secondary,"June 25, 2023",Tashkent,Uchtepinsky district,1450.0
5766,70500.0,71.0,3,secondary,"June 22, 2023",Tashkent,Almazar district,992.96
5771,85000.0,72.0,3,secondary,"June 23, 2023",Tashkent,Chilanzar district,1180.56
5772,80000.0,100.0,3,secondary,"June 25, 2023",Tashkent,Sergeli district,800.0
5773,103000.0,70.0,3,secondary,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1471.43
5774,190000.0,135.0,3,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,1407.41
5776,95000.0,85.0,3,secondary,"June 24, 2023",Tashkent,Yunusabad district,1117.65
5777,71000.0,78.0,3,secondary,"June 25, 2023",Tashkent,Yashnabad district,910.26
5781,135000.0,80.0,3,secondary,"June 25, 2023",Tashkent,Yashnabad district,1687.5
5782,80000.0,67.0,3,secondary,"June 25, 2023",Tashkent,Chilanzar district,1194.03
5783,85000.0,75.0,3,secondary,"June 24, 2023",Tashkent,Mirzo-Ulugbek district,1133.33
5784,89900.0,72.0,3,secondary,"June 24, 2023",Tashkent,Shaikhantahur district,1248.61
5786,83000.0,84.0,3,secondary,"June 23, 2023",Tashkent,Yunusabad district,988.1
5787,120000.0,78.0,3,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1538.46
5790,81500.0,78.0,3,secondary,"June 25, 2023",Tashkent,Yunusabad district,1044.87
5791,45000.0,60.0,3,secondary,"June 24, 2023",Tashkent,Yunusabad district,750.0
5792,102000.0,80.0,3,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1275.0
5794,70000.0,62.0,3,secondary,"June 25, 2023",Tashkent,Chilanzar district,1129.03
5795,64500.0,78.0,3,secondary,"June 23, 2023",Tashkent,Yashnabad district,826.92
5796,110000.0,150.0,3,secondary,"June 23, 2023",Tashkent,Bektemir district,733.33
5797,71000.0,68.0,3,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1044.12
5798,105000.0,87.0,3,secondary,"June 20, 2023",Tashkent,Yunusabad district,1206.9
5801,80000.0,114.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,701.75
5805,133000.0,90.0,4,secondary,"June 25, 2023",Tashkent,Yashnabad district,1477.78
5808,65000.0,91.0,4,secondary,"June 23, 2023",Tashkent,Sergeli district,714.29
5810,140000.0,105.0,4,secondary,"June 25, 2023",Tashkent,Almazar district,1333.33
5811,102327.0,93.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1100.29
5815,92532.0,92.0,4,secondary,"June 23, 2023",Tashkent,Sergeli district,1005.78
5816,73000.0,100.0,4,secondary,"June 24, 2023",Tashkent,Yashnabad district,730.0
5819,86000.0,100.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,860.0
5820,92000.0,105.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,876.19
5821,75000.0,104.0,4,secondary,"June 24, 2023",Tashkent,Sergeli district,721.15
5822,122000.0,100.0,4,secondary,"June 24, 2023",Tashkent,Yunusabad district,1220.0
5823,93500.0,97.0,4,secondary,"June 24, 2023",Tashkent,Yunusabad district,963.92
5825,180000.0,130.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1384.62
5828,80000.0,84.0,4,secondary,"June 23, 2023",Tashkent,Almazar district,952.38
5831,100000.0,95.0,4,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,1052.63
5834,77500.0,120.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,645.83
5835,70000.0,91.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,769.23
5838,136000.0,100.0,4,secondary,"June 25, 2023",Tashkent,Mirabad district,1360.0
5841,62500.0,94.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,664.89
5842,150000.0,100.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1500.0
5843,120000.0,95.0,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1263.16
5844,79500.0,76.0,4,secondary,"June 25, 2023",Tashkent,Uchtepinsky district,1046.05
5845,65000.0,96.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,677.08
5847,80000.0,85.0,4,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,941.18
5848,90000.0,110.0,4,secondary,"June 25, 2023",Tashkent,Almazar district,818.18
5849,86000.0,90.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,955.56
5850,195000.0,130.0,4,secondary,"June 25, 2023",Tashkent,Mirabad district,1500.0
5851,120000.0,73.28,4,secondary,"June 25, 2023",Tashkent,Mirabad district,1637.55
5852,107000.0,73.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1465.75
5853,67500.0,92.0,4,secondary,"June 25, 2023",Tashkent,Yashnabad district,733.7
5854,133000.0,104.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1278.85
5856,98000.0,102.3,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,957.97
5857,90000.0,80.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1125.0
5858,85000.0,79.17,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1073.64
5859,111500.0,98.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1137.76
5860,101500.0,84.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1208.33
5861,205000.0,125.0,4,secondary,"June 25, 2023",Tashkent,Mirabad district,1640.0
5863,85000.0,96.0,4,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,885.42
5864,97000.0,94.0,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1031.91
5865,65000.0,87.0,4,secondary,"June 25, 2023",Tashkent,Almazar district,747.13
5868,180000.0,110.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,1636.36
5869,76000.0,76.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1000.0
5870,329000.0,282.0,4,secondary,"June 25, 2023",Tashkent,Mirabad district,1166.67
5871,75000.0,72.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1041.67
5872,117000.0,88.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,1329.55
5873,140000.0,124.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1129.03
5876,85500.0,80.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1068.75
5877,110000.0,95.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,1157.89
5878,89000.0,65.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1369.23
5879,73500.0,96.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,765.62
5880,88000.0,89.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,988.76
5881,107000.0,80.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1337.5
5884,88000.0,85.0,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1035.29
5885,72000.0,80.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,900.0
5886,60000.0,96.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,625.0
5887,92000.0,92.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1000.0
5888,177000.0,112.0,4,secondary,"June 25, 2023",Tashkent,Mirabad district,1580.36
5889,91000.0,78.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1166.67
5890,77000.0,80.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,962.5
5891,96000.0,76.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1263.16
5893,135000.0,110.0,4,secondary,"June 25, 2023",Tashkent,Almazar district,1227.27
5894,91000.0,98.8,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,921.05
5895,90000.0,88.0,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1022.73
5899,220000.0,130.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,1692.31
5900,77000.0,91.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,846.15
5901,93500.0,92.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1016.3
5902,225000.0,163.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1380.37
5903,100000.0,92.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1086.96
5904,195000.0,85.0,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,2294.12
5905,95000.0,79.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,1202.53
5906,85000.0,90.0,4,secondary,"June 25, 2023",Tashkent,Almazar district,944.44
5908,160000.0,80.0,4,secondary,"June 25, 2023",Tashkent,Mirabad district,2000.0
5910,87000.0,92.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,945.65
5911,93000.0,98.0,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,948.98
5912,70000.0,79.0,4,secondary,"June 25, 2023",Tashkent,Yashnabad district,886.08
5915,95000.0,74.0,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1283.78
5916,120000.0,105.0,4,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,1142.86
5917,185000.0,170.0,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1088.24
5919,75500.0,87.0,4,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,867.82
5920,100000.0,105.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,952.38
5921,100000.0,92.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,1086.96
5922,90000.0,100.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,900.0
5923,85000.0,80.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,1062.5
5924,84000.0,85.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,988.24
5925,78000.0,78.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1000.0
5926,81000.0,92.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,880.43
5927,89800.0,96.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,935.42
5928,117000.0,82.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,1426.83
5929,100000.0,97.0,4,secondary,"June 25, 2023",Tashkent,Almazar district,1030.93
5930,82500.0,85.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,970.59
5932,92000.0,90.0,4,secondary,"June 25, 2023",Tashkent,Yashnabad district,1022.22
5933,97000.0,92.0,4,secondary,"June 25, 2023",Tashkent,Yashnabad district,1054.35
5934,124000.0,100.0,4,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,1240.0
5935,139900.0,135.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,1036.3
5936,98000.0,100.0,4,secondary,"June 25, 2023",Tashkent,Mirabad district,980.0
5937,130000.0,90.0,4,secondary,"June 25, 2023",Tashkent,Mirabad district,1444.44
5938,74500.0,98.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,760.2
5940,72000.0,98.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,734.69
5942,91000.0,92.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,989.13
5943,93000.0,85.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1094.12
5944,175000.0,112.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1562.5
5945,119000.0,94.0,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1265.96
5946,100000.0,80.0,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1250.0
5949,75000.0,96.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,781.25
5950,85000.0,105.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,809.52
5951,85500.0,85.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1005.88
5953,67000.0,82.0,4,secondary,"June 25, 2023",Tashkent,Almazar district,817.07
5954,107000.0,100.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,1070.0
5955,107000.0,75.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1426.67
5956,88000.0,80.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1100.0
5958,68909.0,94.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,733.07
5959,81000.0,84.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,964.29
5961,80000.0,90.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,888.89
5962,135000.0,118.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1144.07
5963,79500.0,110.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,722.73
5965,115000.0,100.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1150.0
5966,72000.0,82.0,4,secondary,"June 25, 2023",Tashkent,Yashnabad district,878.05
5967,400000.0,280.0,4,secondary,"June 25, 2023",Tashkent,Mirabad district,1428.57
5968,72500.0,80.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,906.25
5969,210000.0,135.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1555.56
5970,465000.0,216.0,4,secondary,"June 25, 2023",Tashkent,Mirabad district,2152.78
5971,335000.0,256.0,4,secondary,"June 25, 2023",Tashkent,Uchtepinsky district,1308.59
5972,95000.0,92.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1032.61
5973,90500.0,94.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,962.77
5974,80500.0,99.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,813.13
5975,88500.0,80.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1106.25
5976,77000.0,76.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1013.16
5977,85500.0,76.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1125.0
5978,100000.0,86.0,4,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,1162.79
5979,160000.0,129.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1240.31
5981,175000.0,100.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1750.0
5982,83500.0,80.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1043.75
5984,210000.0,140.0,4,secondary,"June 25, 2023",Tashkent,Yashnabad district,1500.0
5986,134500.0,95.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,1415.79
5987,87200.0,92.0,4,secondary,"June 25, 2023",Tashkent,Sergeli district,947.83
5988,125000.0,100.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1250.0
5989,210000.0,140.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1500.0
5991,96000.0,85.0,4,secondary,"June 25, 2023",Tashkent,Chilanzar district,1129.41
5993,177000.0,115.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,1539.13
5994,71000.0,82.0,4,secondary,"June 25, 2023",Tashkent,Yashnabad district,865.85
5995,100000.0,100.0,4,secondary,"June 25, 2023",Tashkent,Yunusabad district,1000.0
5996,69000.0,82.0,4,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,841.46
5997,315000.0,200.0,4,secondary,"June 25, 2023",Tashkent,Yakkasarai district,1575.0
